catid,xcat,lcat,mcat,scat
50000116,출산/육아,기저귀,,
50000729,출산/육아,기저귀,국내기저귀,
50000730,출산/육아,기저귀,수입기저귀,
50001143,출산/육아,기저귀,기능성기저귀,
50003697,출산/육아,기저귀,기능성기저귀,천기저귀
50003698,출산/육아,기저귀,기능성기저귀,수영장기저귀
50003699,출산/육아,기저귀,기능성기저귀,땅콩기저귀
50003700,출산/육아,기저귀,기능성기저귀,기저귀커버
50003701,출산/육아,기저귀,기능성기저귀,기저귀밴드
50000117,출산/육아,물티슈,,
50005401,출산/육아,물티슈,캡형,
50005402,출산/육아,물티슈,리필형,
50005403,출산/육아,물티슈,휴대용,
50005405,출산/육아,물티슈,혼합세트,
50000118,출산/육아,이유식,,
50000733,출산/육아,이유식,분말이유식,
50000736,출산/육아,이유식,반고형이유식,
50000737,출산/육아,이유식,레토르트이유식,
50001144,출산/육아,이유식,수제이유식,
50003702,출산/육아,이유식,수제이유식,밥/죽
50003703,출산/육아,이유식,수제이유식,국/반찬
50007068,출산/육아,이유식,수제이유식,이유식재료
50003707,출산/육아,이유식,수제이유식,기타수제이유식
50000121,출산/육아,유모차,,
50000686,출산/육아,유모차,초경량/휴대용,
50000687,출산/육아,유모차,절충형/디럭스형,
50005406,출산/육아,유모차,쌍둥이용,
50005407,출산/육아,유모차,유모차/카시트 세트,
50001147,출산/육아,유모차,유모차용품,
50003865,출산/육아,유모차,유모차용품,유모차커버
50003870,출산/육아,유모차,유모차용품,유모차풋머프
50003873,출산/육아,유모차,유모차용품,유모차목쿠션/블랭킷
50005303,출산/육아,유모차,유모차용품,유모차햇빛가리개
50003864,출산/육아,유모차,유모차용품,유모차시트
50003868,출산/육아,유모차,유모차용품,유모차걸이
50003871,출산/육아,유모차,유모차용품,유모차장난감
50003872,출산/육아,유모차,유모차용품,유모차홀더
50003866,출산/육아,유모차,유모차용품,유모차보호대/안전바
50003867,출산/육아,유모차,유모차용품,유모차정리망/정리함
50003875,출산/육아,유모차,유모차용품,기타유모차용품
50000119,출산/육아,아기간식,,
50000739,출산/육아,아기간식,유아과자,
50000738,출산/육아,아기간식,유아두유,
50005467,출산/육아,아기간식,유아유제품,
50005468,출산/육아,아기간식,유아음료,
50000122,출산/육아,카시트,,
50005408,출산/육아,카시트,바구니형,
50005409,출산/육아,카시트,일체형,
50005410,출산/육아,카시트,분리형,
50001148,출산/육아,카시트,카시트용품,
50003877,출산/육아,카시트,카시트용품,햇빛가리개
50003879,출산/육아,카시트,카시트용품,카시트기타용품
50003880,출산/육아,카시트,카시트용품,차량안전벨트
50000128,출산/육아,유아세제,,
50000626,출산/육아,유아세제,유아세탁세제,
50000627,출산/육아,유아세제,유아유연제,
50000628,출산/육아,유아세제,유아세탁비누,
50005413,출산/육아,유아세제,혼합세트,
50005412,출산/육아,유아세제,유아표백제/얼룩제거제,
50000127,출산/육아,구강청결용품,,
50000619,출산/육아,구강청결용품,유아칫솔,
50000620,출산/육아,구강청결용품,유아치약,
50000621,출산/육아,구강청결용품,유아구강세정제,
50000622,출산/육아,구강청결용품,유아구강청결티슈,
50000623,출산/육아,구강청결용품,손가락빨기방지용품,
50000625,출산/육아,구강청결용품,기타구강청결용품,
50000129,출산/육아,소독/살균용품,,
50000629,출산/육아,소독/살균용품,젖병소독기,
50000630,출산/육아,소독/살균용품,젖병세정제,
50000631,출산/육아,소독/살균용품,젖병솔,
50000632,출산/육아,소독/살균용품,젖병집게,
50000633,출산/육아,소독/살균용품,젖병건조대,
50000634,출산/육아,소독/살균용품,장난감소독기,
50000125,출산/육아,스킨/바디용품,,
50000717,출산/육아,스킨/바디용품,기저귀크림,
50000718,출산/육아,스킨/바디용품,유아크림,
50000719,출산/육아,스킨/바디용품,유아로션,
50000720,출산/육아,스킨/바디용품,유아오일,
50000721,출산/육아,스킨/바디용품,유아선크림,
50000722,출산/육아,스킨/바디용품,유아파우더,
50000723,출산/육아,스킨/바디용품,유아립케어,
50000724,출산/육아,스킨/바디용품,유아비누,
50000726,출산/육아,스킨/바디용품,유아바스/샴푸,
50000727,출산/육아,스킨/바디용품,유아입욕제,
50005411,출산/육아,스킨/바디용품,혼합세트,
50007108,출산/육아,스킨/바디용품,어린이네일케어,
50000728,출산/육아,스킨/바디용품,기타스킨/바디용품,
50000123,출산/육아,외출용품,,
50000692,출산/육아,외출용품,아기띠,
50000697,출산/육아,외출용품,힙시트,
50000694,출산/육아,외출용품,아기띠침받이,
50000702,출산/육아,외출용품,망토/워머,
50000701,출산/육아,외출용품,슬링,
50000693,출산/육아,외출용품,아기띠쿨러/패드,
50000695,출산/육아,외출용품,기저귀가방,
50000698,출산/육아,외출용품,포대기/처네,
50000700,출산/육아,외출용품,캐리어,
50000703,출산/육아,외출용품,미아방지용품,
50000704,출산/육아,외출용품,기타외출용품,
50000120,출산/육아,수유용품,,
50000743,출산/육아,수유용품,젖병,
50000745,출산/육아,수유용품,젖꼭지,
50000746,출산/육아,수유용품,노리개젖꼭지,
50000673,출산/육아,수유용품,유축기,
50000674,출산/육아,수유용품,분유케이스,
50000675,출산/육아,수유용품,보틀워머,
50000677,출산/육아,수유용품,모유보관비닐팩,
50000679,출산/육아,수유용품,수유쿠션/시트,
50000680,출산/육아,수유용품,수유가리개,
50000681,출산/육아,수유용품,수유패드,
50000684,출산/육아,수유용품,유두케어/젖몸살용품,
50000685,출산/육아,수유용품,기타수유용품,
50000124,출산/육아,목욕용품,,
50000705,출산/육아,목욕용품,유아욕조,
50000706,출산/육아,목욕용품,유아목욕의자,
50000714,출산/육아,목욕용품,유아목욕장난감,
50000707,출산/육아,목욕용품,유아목욕가운,
50000708,출산/육아,목욕용품,유아목욕타월,
50000709,출산/육아,목욕용품,유아샴푸캡,
50000710,출산/육아,목욕용품,유아목욕장갑/스펀지,
50000711,출산/육아,목욕용품,유아세면대/수도꼭지,
50000713,출산/육아,목욕용품,유아욕탕온도계,
50000715,출산/육아,목욕용품,욕실정리망/정리함,
50000716,출산/육아,목욕용품,기타목욕용품,
50000130,출산/육아,안전용품,,
50000576,출산/육아,안전용품,안전문,
50000577,출산/육아,안전용품,모서리보호대,
50000578,출산/육아,안전용품,머리보호대,
50000579,출산/육아,안전용품,무릎보호대,
50000580,출산/육아,안전용품,문닫힘방지,
50000582,출산/육아,안전용품,디딤대,
50000583,출산/육아,안전용품,모기밴드/퇴치용품,
50000584,출산/육아,안전용품,안전잠금장치,
50000586,출산/육아,안전용품,콘센트안전커버,
50000132,출산/육아,이유식용품,,
50000477,출산/육아,이유식용품,유아컵,
50000478,출산/육아,이유식용품,유아식기,
50000479,출산/육아,이유식용품,유아스푼/포크,
50000481,출산/육아,이유식용품,연습용젓가락,
50000482,출산/육아,이유식용품,턱받이,
50000483,출산/육아,이유식용품,조리기,
50000485,출산/육아,이유식용품,과즙망,
50000486,출산/육아,이유식용품,기타이유식용품,
50000135,출산/육아,유아침구,,
50000509,출산/육아,유아침구,속싸개,
50000510,출산/육아,유아침구,겉싸개,
50000512,출산/육아,유아침구,아기이불/요/패드,
50000513,출산/육아,유아침구,보낭/슬리핑백,
50000514,출산/육아,유아침구,방수요,
50005304,출산/육아,유아침구,유아베개,
50005305,출산/육아,유아침구,낮잠이불,
50000516,출산/육아,유아침구,DIY 아기용품,
50000517,출산/육아,유아침구,기타유아침구,
50000131,출산/육아,유아가구,,
50000587,출산/육아,유아가구,유아침대,
50000589,출산/육아,유아가구,유아책상,
50000590,출산/육아,유아가구,유아공부상,
50000591,출산/육아,유아가구,유아의자,
50000592,출산/육아,유아가구,유아소파,
50000593,출산/육아,유아가구,유아이유식의자,
50000598,출산/육아,유아가구,유아옷걸이,
50000600,출산/육아,유아가구,장난감정리함,
50000473,출산/육아,유아가구,기저귀정리함,
50000476,출산/육아,유아가구,기타유아가구,
50000134,출산/육아,임산부용품,,
50000503,출산/육아,임산부용품,산모방석,
50000505,출산/육아,임산부용품,전자파차단앞치마,
50001150,출산/육아,임산부용품,태교용품,
50004035,출산/육아,임산부용품,태교용품,태교용구
50004036,출산/육아,임산부용품,태교용품,태교음반/DVD
50000276,출산/육아,임산부용품,임산부바디필로우,
50000507,출산/육아,임산부용품,임산부화장품,
50000508,출산/육아,임산부용품,임산부보호대,
50006841,출산/육아,임산부용품,모유촉진제,
50000277,출산/육아,임산부용품,기타임산부용품,
50000133,출산/육아,임부복,,
50000487,출산/육아,임부복,수유복,
50000488,출산/육아,임부복,원피스,
50000496,출산/육아,임부복,바지,
50000497,출산/육아,임부복,청바지,
50000498,출산/육아,임부복,트레이닝복/요가복,
50000499,출산/육아,임부복,스커트,
50000500,출산/육아,임부복,스타킹,
50000501,출산/육아,임부복,레깅스,
50000502,출산/육아,임부복,임부용수영복,
50001149,출산/육아,임부복,임부속옷,
50004030,출산/육아,임부복,임부속옷,수유브라
50004031,출산/육아,임부복,임부속옷,임부팬티
50004032,출산/육아,임부복,임부속옷,임부내복
50004033,출산/육아,임부복,임부속옷,임부러닝
50004034,출산/육아,임부복,임부속옷,임산부복대
50000126,출산/육아,위생/건강용품,,
50000601,출산/육아,위생/건강용품,유아변기/커버,
50000603,출산/육아,위생/건강용품,유아면봉,
50000604,출산/육아,위생/건강용품,유아손톱가위/손톱깎이,
50000606,출산/육아,위생/건강용품,유아손세정제,
50000624,출산/육아,위생/건강용품,유아항균팩,
50000608,출산/육아,위생/건강용품,유아마스크,
50000610,출산/육아,위생/건강용품,기저귀휴지통,
50000611,출산/육아,위생/건강용품,분통/파우더통,
50000612,출산/육아,위생/건강용품,유아이발용품,
50000613,출산/육아,위생/건강용품,제균스프레이,
50000614,출산/육아,위생/건강용품,콧물흡입기,
50000615,출산/육아,위생/건강용품,키재기,
50000616,출산/육아,위생/건강용품,투약기,
50000617,출산/육아,위생/건강용품,해열시트,
50000618,출산/육아,위생/건강용품,물티슈워머,
50000138,출산/육아,유아동의류,,
50000535,출산/육아,유아동의류,티셔츠,
50000536,출산/육아,유아동의류,블라우스,
50007114,출산/육아,유아동의류,셔츠/남방,
50000270,출산/육아,유아동의류,조끼,
